epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
50,701.25,0.88791,0.48278,1.09049,0.89161,0.90189,0.93111,0.62165,1.0222,0.52168,1.23157,0.000492031,0.000492031,0.000492031
51,715.274,0.88055,0.47514,1.08521,0.87115,0.92543,0.93079,0.63813,1.03052,0.51202,1.22921,0.000476562,0.000476562,0.000476562
52,729.483,0.8759,0.47279,1.08277,0.87013,0.92384,0.93534,0.6386,1.01433,0.5137,1.22324,0.000461094,0.000461094,0.000461094
53,743.522,0.85912,0.46734,1.07791,0.89891,0.9316,0.94894,0.6594,1.01157,0.50955,1.21207,0.000445625,0.000445625,0.000445625
54,757.507,0.85977,0.46357,1.06825,0.86617,0.92041,0.91804,0.61943,1.01995,0.50332,1.21302,0.000430156,0.000430156,0.000430156
55,771.65,0.86267,0.4584,1.07649,0.90355,0.89661,0.94875,0.6489,1.01405,0.51451,1.21391,0.000414688,0.000414688,0.000414688
56,785.92,0.85003,0.45385,1.06623,0.92452,0.90885,0.95148,0.65138,1.02838,0.50764,1.23159,0.000399219,0.000399219,0.000399219
57,799.964,0.84504,0.45082,1.06447,0.88844,0.93545,0.94751,0.66131,1.01419,0.49101,1.21561,0.00038375,0.00038375,0.00038375
58,814.016,0.84075,0.44609,1.06619,0.89735,0.93182,0.93856,0.64141,1.0344,0.48641,1.23292,0.000368281,0.000368281,0.000368281
59,828.095,0.84108,0.44666,1.06287,0.9083,0.93165,0.94048,0.65681,1.03182,0.49397,1.23687,0.000352812,0.000352812,0.000352812
60,842.133,0.83223,0.44011,1.06134,0.91122,0.90896,0.94918,0.64234,1.01921,0.50077,1.21985,0.000337344,0.000337344,0.000337344
61,856.43,0.82155,0.43594,1.05028,0.91357,0.91068,0.93509,0.63697,1.01882,0.48662,1.2376,0.000321875,0.000321875,0.000321875
62,870.366,0.81685,0.43279,1.05087,0.92738,0.91661,0.95006,0.6445,1.01331,0.49506,1.22843,0.000306406,0.000306406,0.000306406
63,884.428,0.81219,0.43027,1.04594,0.90296,0.92914,0.94429,0.64669,1.02105,0.49054,1.23457,0.000290937,0.000290937,0.000290937
64,898.432,0.81612,0.43329,1.05263,0.87679,0.93738,0.94182,0.65267,1.01693,0.50237,1.22696,0.000275469,0.000275469,0.000275469
65,912.428,0.80149,0.42597,1.04576,0.94768,0.902,0.95139,0.64904,0.99806,0.48962,1.2152,0.00026,0.00026,0.00026
66,926.702,0.80404,0.42102,1.04244,0.93179,0.91694,0.95106,0.64811,1.00666,0.49741,1.22532,0.000244531,0.000244531,0.000244531
67,940.778,0.80567,0.42546,1.05,0.91244,0.91737,0.94456,0.63273,1.00616,0.48527,1.22816,0.000229063,0.000229063,0.000229063
68,954.655,0.79438,0.42033,1.04299,0.93608,0.91677,0.94866,0.64006,1.00082,0.4881,1.21948,0.000213594,0.000213594,0.000213594
69,968.501,0.78953,0.41203,1.02962,0.94154,0.90754,0.94804,0.65558,1.00924,0.48381,1.22267,0.000198125,0.000198125,0.000198125
70,982.388,0.78357,0.40745,1.03306,0.92995,0.90774,0.95125,0.65455,0.99327,0.48575,1.21586,0.000182656,0.000182656,0.000182656
71,997.376,0.80226,0.40022,1.06254,0.90373,0.90459,0.9371,0.63148,1.02864,0.50751,1.2389,0.000167188,0.000167188,0.000167188
72,1011.28,0.76161,0.37242,1.03828,0.93045,0.91118,0.94821,0.6344,0.99893,0.49406,1.22012,0.000151719,0.000151719,0.000151719
73,1025.24,0.74899,0.3648,1.03336,0.93906,0.91164,0.94959,0.65087,0.99557,0.49473,1.21544,0.00013625,0.00013625,0.00013625
74,1038.71,0.7394,0.35962,1.02748,0.93927,0.91132,0.9508,0.63681,0.99152,0.49364,1.21642,0.000120781,0.000120781,0.000120781
75,1052.31,0.73006,0.35126,1.02141,0.93922,0.91126,0.94904,0.63555,0.99557,0.49306,1.23639,0.000105312,0.000105312,0.000105312
76,1065.62,0.72191,0.35074,1.02042,0.93671,0.92018,0.95069,0.64893,0.99762,0.49093,1.2318,8.98437e-05,8.98437e-05,8.98437e-05
77,1079.34,0.71519,0.34466,1.01539,0.92266,0.91742,0.95125,0.6432,0.99282,0.49188,1.2239,7.4375e-05,7.4375e-05,7.4375e-05
78,1092.95,0.70836,0.34356,1.00717,0.91092,0.9198,0.95175,0.64765,0.99333,0.48996,1.22034,5.89062e-05,5.89062e-05,5.89062e-05
79,1106.84,0.71101,0.33902,1.01118,0.92376,0.91631,0.95245,0.64456,0.98937,0.49405,1.22212,4.34375e-05,4.34375e-05,4.34375e-05
80,1120.52,0.7061,0.3384,1.00303,0.92305,0.91301,0.95232,0.64031,0.99354,0.49498,1.22268,2.79687e-05,2.79687e-05,2.79687e-05
