epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,118.897,1.09833,0.79052,1.22141,0.91509,0.84832,0.91581,0.62589,1.08207,0.67816,1.24035,0.00106437,0.00106437,0.00106437
14,127.219,1.08548,0.7768,1.21794,0.90462,0.82928,0.89172,0.58049,1.14614,0.75014,1.29465,0.00104891,0.00104891,0.00104891
15,135.826,1.07914,0.76089,1.21238,0.91816,0.84842,0.9127,0.64532,1.05259,0.66893,1.22293,0.00103344,0.00103344,0.00103344
16,144.452,1.06524,0.75271,1.20066,0.88784,0.89017,0.92799,0.65522,1.04608,0.65326,1.21555,0.00101797,0.00101797,0.00101797
17,152.905,1.05894,0.74338,1.19734,0.9475,0.84657,0.92477,0.64055,1.08883,0.62549,1.26246,0.0010025,0.0010025,0.0010025
18,161.331,1.04622,0.71681,1.18555,0.90416,0.84003,0.90195,0.63111,1.08348,0.73664,1.25459,0.000987031,0.000987031,0.000987031
19,169.987,1.04616,0.71525,1.19134,0.89002,0.90001,0.92526,0.65007,1.09062,0.6186,1.23163,0.000971562,0.000971562,0.000971562
20,178.729,1.02669,0.69397,1.17533,0.88377,0.85296,0.92056,0.64995,1.04566,0.65923,1.21659,0.000956094,0.000956094,0.000956094
21,187.158,1.02401,0.68607,1.16793,0.89945,0.90232,0.9319,0.65733,1.0387,0.6304,1.21856,0.000940625,0.000940625,0.000940625
22,195.748,1.00781,0.67101,1.1661,0.91311,0.88557,0.93748,0.65592,1.05486,0.5883,1.24651,0.000925156,0.000925156,0.000925156
23,204.364,1.00038,0.66373,1.15809,0.93497,0.8616,0.91366,0.6341,1.06059,0.65281,1.24208,0.000909688,0.000909688,0.000909688
24,213.042,1.00474,0.65261,1.15649,0.90295,0.87204,0.92674,0.64553,1.06918,0.6063,1.23679,0.000894219,0.000894219,0.000894219
25,221.58,1.00037,0.64957,1.15146,0.9243,0.89711,0.9403,0.65658,1.04072,0.598,1.235,0.00087875,0.00087875,0.00087875
26,230.229,0.97839,0.63473,1.14226,0.91957,0.86775,0.93027,0.65177,1.07437,0.59313,1.23452,0.000863281,0.000863281,0.000863281
27,238.687,0.97761,0.63153,1.14497,0.93311,0.89964,0.94471,0.66092,1.04311,0.56355,1.24982,0.000847813,0.000847813,0.000847813
28,247.141,0.97532,0.62813,1.14155,0.91908,0.89734,0.94053,0.67253,1.02367,0.56442,1.19988,0.000832344,0.000832344,0.000832344
29,255.76,0.95995,0.61138,1.13321,0.94948,0.8904,0.93789,0.6487,1.06791,0.59527,1.23948,0.000816875,0.000816875,0.000816875
30,264.425,0.96793,0.61258,1.13592,0.91928,0.89153,0.93816,0.661,1.03321,0.5606,1.2259,0.000801406,0.000801406,0.000801406
31,273.19,0.9481,0.60536,1.12074,0.90805,0.89456,0.93235,0.66648,1.02582,0.56947,1.22127,0.000785938,0.000785938,0.000785938
32,281.696,0.94548,0.59335,1.12264,0.95596,0.87808,0.94147,0.68124,1.02048,0.54649,1.20523,0.000770469,0.000770469,0.000770469
33,290.27,0.9614,0.60292,1.13288,0.95283,0.8923,0.94644,0.68562,1.0072,0.55114,1.19428,0.000755,0.000755,0.000755
34,298.91,0.94276,0.59172,1.11325,0.92645,0.872,0.93855,0.66434,1.04082,0.65099,1.22454,0.000739531,0.000739531,0.000739531
35,307.467,0.93541,0.5865,1.11206,0.92443,0.91616,0.95195,0.68544,0.99413,0.51756,1.20343,0.000724062,0.000724062,0.000724062
36,315.879,0.93343,0.57822,1.11785,0.93863,0.89658,0.94894,0.6913,0.99366,0.52695,1.18859,0.000708594,0.000708594,0.000708594
37,324.54,0.93166,0.57806,1.11659,0.93199,0.89343,0.94404,0.68588,0.98875,0.54491,1.19382,0.000693125,0.000693125,0.000693125
38,333.014,0.90092,0.55466,1.10256,0.92115,0.91663,0.949,0.69255,0.97273,0.52281,1.1727,0.000677656,0.000677656,0.000677656
39,341.658,0.91573,0.56461,1.11056,0.9496,0.8759,0.93883,0.66983,1.01812,0.62738,1.21392,0.000662188,0.000662188,0.000662188
40,349.982,0.91267,0.54892,1.09825,0.93897,0.90899,0.94565,0.6909,0.97856,0.53332,1.1802,0.000646719,0.000646719,0.000646719
41,358.552,0.90619,0.55358,1.10229,0.95446,0.88967,0.94551,0.68672,0.997,0.59775,1.20097,0.00063125,0.00063125,0.00063125
42,367.23,0.89485,0.53871,1.09805,0.92343,0.92569,0.94853,0.69201,1.0105,0.49421,1.19775,0.000615781,0.000615781,0.000615781
43,375.803,0.88879,0.53793,1.09045,0.92794,0.91365,0.9474,0.68766,0.98069,0.5094,1.19819,0.000600313,0.000600313,0.000600313
44,384.41,0.88325,0.5355,1.08991,0.93359,0.90214,0.94446,0.6938,0.98588,0.52693,1.19433,0.000584844,0.000584844,0.000584844
45,392.927,0.87815,0.5357,1.0843,0.91619,0.91632,0.93701,0.68204,1.00825,0.54387,1.2074,0.000569375,0.000569375,0.000569375
46,401.432,0.87976,0.529,1.08877,0.94981,0.90415,0.94878,0.69216,0.99244,0.50925,1.20924,0.000553906,0.000553906,0.000553906
47,409.843,0.86933,0.5116,1.07224,0.94692,0.89966,0.94953,0.70095,0.99566,0.50766,1.19603,0.000538438,0.000538438,0.000538438
48,418.096,0.86078,0.51669,1.07791,0.92717,0.93454,0.95493,0.69308,0.99297,0.49927,1.18847,0.000522969,0.000522969,0.000522969
49,426.679,0.85783,0.50528,1.07665,0.94616,0.9172,0.95497,0.70164,0.98247,0.50582,1.18278,0.0005075,0.0005075,0.0005075
50,434.976,0.85889,0.50911,1.06934,0.94057,0.91395,0.95679,0.69817,0.97985,0.48823,1.18724,0.000492031,0.000492031,0.000492031
51,443.456,0.84518,0.49714,1.06293,0.92139,0.91484,0.94962,0.6998,0.96569,0.51145,1.18182,0.000476562,0.000476562,0.000476562
52,452.064,0.84385,0.497,1.07101,0.95282,0.89703,0.94972,0.7007,0.97894,0.48893,1.19967,0.000461094,0.000461094,0.000461094
53,460.641,0.83102,0.49233,1.06577,0.95102,0.91224,0.95281,0.69621,0.9595,0.49756,1.19548,0.000445625,0.000445625,0.000445625
54,469.168,0.82698,0.49044,1.0579,0.93803,0.9182,0.95736,0.70169,0.98129,0.48877,1.19705,0.000430156,0.000430156,0.000430156
55,477.888,0.82904,0.49041,1.05703,0.9318,0.92571,0.95721,0.71168,0.97285,0.47719,1.18145,0.000414688,0.000414688,0.000414688
56,486.57,0.82513,0.48326,1.05606,0.9353,0.92721,0.95715,0.70128,0.97375,0.4717,1.20828,0.000399219,0.000399219,0.000399219
57,495.056,0.8204,0.47482,1.04711,0.94237,0.93551,0.96164,0.71141,0.96021,0.46188,1.1829,0.00038375,0.00038375,0.00038375
58,503.494,0.81467,0.47121,1.04965,0.93256,0.91751,0.95118,0.70963,0.95381,0.46932,1.1898,0.000368281,0.000368281,0.000368281
59,511.936,0.81312,0.4725,1.04717,0.96436,0.9126,0.9594,0.71554,0.94685,0.46481,1.17564,0.000352812,0.000352812,0.000352812
60,520.583,0.80445,0.46558,1.04388,0.95698,0.92358,0.96136,0.71973,0.94771,0.46461,1.17549,0.000337344,0.000337344,0.000337344
61,529.188,0.8003,0.46225,1.04576,0.90527,0.94667,0.9595,0.71486,0.95685,0.45717,1.18638,0.000321875,0.000321875,0.000321875
62,538.161,0.79144,0.45857,1.03772,0.91989,0.94859,0.96236,0.7127,0.9638,0.4618,1.19552,0.000306406,0.000306406,0.000306406
63,546.732,0.78192,0.45458,1.0338,0.93643,0.91872,0.96451,0.72054,0.93814,0.4499,1.17182,0.000290937,0.000290937,0.000290937
64,555.51,0.77859,0.44108,1.03178,0.92623,0.94928,0.96342,0.72147,0.94936,0.4578,1.19164,0.000275469,0.000275469,0.000275469
65,563.828,0.77604,0.44512,1.02343,0.94511,0.93992,0.96524,0.72024,0.94528,0.45015,1.18098,0.00026,0.00026,0.00026
66,572.529,0.77581,0.4436,1.02576,0.94046,0.93718,0.96011,0.71547,0.94571,0.45403,1.19116,0.000244531,0.000244531,0.000244531
67,581.069,0.77407,0.44222,1.02256,0.93137,0.9472,0.95784,0.71308,0.9628,0.4577,1.20094,0.000229063,0.000229063,0.000229063
68,589.446,0.75763,0.43576,1.02707,0.93065,0.9534,0.96577,0.71964,0.96336,0.45525,1.19392,0.000213594,0.000213594,0.000213594
69,597.999,0.7484,0.4265,1.01524,0.92734,0.93585,0.96292,0.71947,0.94391,0.46125,1.18772,0.000198125,0.000198125,0.000198125
70,606.614,0.74522,0.42657,1.01618,0.93709,0.93667,0.96107,0.71639,0.96441,0.45178,1.20521,0.000182656,0.000182656,0.000182656
71,616.829,0.7559,0.42365,1.03761,0.92047,0.9354,0.95975,0.70613,0.95426,0.45016,1.20022,0.000167188,0.000167188,0.000167188
72,625.198,0.72236,0.3875,1.00948,0.91651,0.9483,0.96256,0.70591,0.95279,0.44498,1.20008,0.000151719,0.000151719,0.000151719
73,633.724,0.71072,0.38224,1.01518,0.927,0.94082,0.96135,0.70721,0.94918,0.4475,1.19427,0.00013625,0.00013625,0.00013625
74,642.306,0.69854,0.37163,0.99697,0.93644,0.94784,0.96354,0.70856,0.96044,0.44713,1.19873,0.000120781,0.000120781,0.000120781
75,650.662,0.68877,0.36809,1.00006,0.92734,0.94892,0.96509,0.7154,0.95259,0.44682,1.20139,0.000105312,0.000105312,0.000105312
76,659.147,0.67632,0.35553,0.98589,0.94827,0.92377,0.96476,0.71526,0.94324,0.44848,1.19131,8.98437e-05,8.98437e-05,8.98437e-05
77,667.389,0.66919,0.35163,0.98593,0.94363,0.92629,0.96492,0.71714,0.95336,0.45087,1.19855,7.4375e-05,7.4375e-05,7.4375e-05
78,676.272,0.66805,0.34905,0.98965,0.93322,0.9412,0.96385,0.7178,0.95542,0.45347,1.20377,5.89062e-05,5.89062e-05,5.89062e-05
79,684.721,0.66708,0.35541,0.99593,0.93663,0.93189,0.9639,0.72063,0.95729,0.45519,1.2007,4.34375e-05,4.34375e-05,4.34375e-05
80,693.236,0.66552,0.3487,0.98772,0.94001,0.92839,0.96292,0.71896,0.95079,0.45151,1.19693,2.79687e-05,2.79687e-05,2.79687e-05
